 &plot nbnd= 100, nks=   701 /
            0.000000  0.000000  0.000000
   28.329   29.116   29.205   29.286   30.498   30.518   30.742   31.722   31.798   34.497
   34.526   35.828   36.369   36.655   38.570   38.578   38.927   38.928   39.039   39.663
   39.812   40.650   40.773   40.856   41.610   42.019   42.107   42.540   42.552   43.283
   44.154   44.335   44.915   44.980   45.114   45.557   46.374   46.504   46.961   46.968
   47.452   47.452   48.195   48.256   48.412   48.514   48.647   48.660   48.901   50.058
            0.020718  0.000000  0.008731
  -72.233  -72.224  -38.011  -38.011  -37.998  -37.984  -37.945  -37.945  -28.808   -9.827
   -9.827   -9.810   -0.769    1.967    5.872    7.329    7.330    8.097    8.504    9.024
    9.029    9.821    9.842   10.245   11.050   11.102   11.186   12.825   12.852   13.252
   14.007   15.786   16.198   16.415   16.788   17.261   17.275   18.537   20.404   20.482
   20.556   21.651   21.657   22.018   23.427   24.901   25.137   25.163   25.379   25.807
   28.314   29.083   29.197   29.333   30.478   30.521   30.752   31.727   31.817   34.466
   34.530   35.818   36.390   36.662   38.537   38.555   38.941   38.942   39.040   39.677
   39.798   40.616   40.770   40.915   41.530   42.026   42.188   42.519   42.546   43.295
   44.157   44.279   44.900   44.949   45.196   45.575   46.379   46.494   46.953   46.967
   47.443   47.444   48.147   48.270   48.412   48.431   48.634   48.720   48.996   50.078
            0.027624  0.000000  0.011641
  -72.233  -72.224  -38.011  -38.011  -37.998  -37.984  -37.945  -37.945  -28.808   -9.827
   -9.827   -9.810   -0.768    1.967    5.874    7.328    7.330    8.098    8.503    9.023
    9.031    9.821    9.841   10.244   11.028   11.097   11.209   12.806   12.851   13.271
   14.014   15.788   16.199   16.409   16.793   17.260   17.284   18.532   20.374   20.477
   20.575   21.648   21.657   22.024   23.435   24.889   25.139   25.182   25.382   25.815
   28.293   29.055   29.185   29.380   30.453   30.526   30.764   31.735   31.843   34.423
   34.535   35.804   36.416   36.672   38.495   38.525   38.957   38.958   39.042   39.695
   39.779   40.586   40.766   40.978   41.444   42.036   42.274   42.495   42.538   43.309
   44.160   44.214   44.892   44.911   45.286   45.594   46.387   46.480   46.941   46.966
   47.430   47.432   48.096   48.289   48.340   48.423   48.616   48.789   49.092   50.102
            0.034530  0.000000  0.014552
  -72.233  -72.224  -38.011  -38.011  -37.998  -37.984  -37.945  -37.945  -28.808   -9.827
   -9.827   -9.810   -0.767    1.966    5.875    7.327    7.331    8.099    8.501    9.021
    9.034    9.821    9.840   10.243   11.006   11.091   11.231   12.784   12.850   13.293
   14.021   15.792   16.200   16.400   16.799   17.258   17.295   18.525   20.342   20.471
   20.593   21.643   21.658   22.032   23.446   24.876   25.142   25.205   25.386   25.826
   28.266   29.032   29.171   29.427   30.424   30.531   30.779   31.744   31.874   34.370
   34.541   35.786   36.447   36.685   38.448   38.491   38.972   38.976   39.042   39.717
   39.757   40.561   40.761   41.044   41.356   42.048   42.352   42.475   42.528   43.323
   44.147   44.165   44.869   44.889   45.382   45.612   46.397   46.463   46.926   46.966
   47.413   47.417   48.045   48.260   48.313   48.428   48.595   48.864   49.187   50.138
